Symbol|Security Name|Market Category|Financial Status|Round Lot Size|ETF
AACB|Artius II Acquisition Inc. - Class A Ordinary Shares|G|N|100|N
AACBR|Artius II Acquisition Inc. - Rights|G|N|100|N
AACBU|Artius II Acquisition Inc. - Units|G|N|100|N
AACG|ATA Creativity Global - American Depositary Shares, each representing two common shares|S|D|100|N
AACIU|Armada Acquisition Corp. II - Units|G|N|100|N
AADR|AdvisorShares Dorsey Wright ADR ETF|G|N|100|Y
AAL|American Airlines Group, Inc. - Common Stock|Q|N|100|N
AAME|Atlantic American Corporation - Common Stock|G|N|100|N
AAOI|Applied Optoelectronics, Inc. - Common Stock|G|N|100|N
AAON|AAON, Inc. - Common Stock|Q|N|100|N
AAPB|GraniteShares 2x Long AAPL Daily ETF|G|N|100|Y
AAPD|Direxion Daily AAPL Bear 1X Shares|G|N|100|Y
AAPG|Ascentage Pharma Group International - American Depository Shares|G|N|100|N
AAPL|Apple Inc. - Common Stock|Q|N|100|N
AAPU|Direxion Daily AAPL Bull 2X Shares|G|N|100|Y
AARD|Aardvark Therapeutics, Inc. - Common Stock|Q|N|100|N
AAVM|Alpha Architect Global Factor Equity ETF|G|N|100|Y
AAXJ|iShares MSCI All Country Asia ex Japan ETF|G|N|100|Y
ABAT|American Battery Technology Company - Common Stock|S|N|100|N
ABCL|AbCellera Biologics Inc. - Common Shares|Q|N|100|N
ABCS|Alpha Blue Capital US Small-Mid Cap Dynamic ETF|G|N|100|Y
ABEO|Abeona Therapeutics Inc. - Common Stock|S|N|100|N
ABIG|Argent Large Cap ETF|G|N|100|Y
ABL|Abacus Global Management, Inc. - Class A Common Stock|S|N|100|N
ABLLL|Abacus Global Management, Inc. - 9.875% Fixed Rate Senior Notes due 2028|G|N|100|N
ABLLW|Abacus Global Management, Inc. - Warrant|S|N|100|N
ABLV|Able View Global Inc. - Class B Ordinary Shares|S|N|100|N
ABLVW|Able View Global Inc. - Warrant|S|N|100|N
ABNB|Airbnb, Inc. - Class A Common Stock|Q|N|100|N
ABOS|Acumen Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
ABP|Abpro Holdings, Inc - Common Stock|G|D|100|N
ABPWW|Abpro Holdings, Inc - Warrant|S|N|100|N
ABSI|Absci Corporation - Common Stock|Q|N|100|N
ABTS|Abits Group Inc - Ordinary Shares|S|N|100|N
ABUS|Arbutus Biopharma Corporation - Common Stock|Q|N|100|N
ABVC|ABVC BioPharma, Inc. - Common Stock|S|N|100|N
ABVE|Above Food Ingredients Inc. - Common Stock|G|N|100|N
ABVEW|Above Food Ingredients Inc. - Warrant|G|N|100|N
ABVX|Abivax SA - American Depositary Shares|G|N|100|N
ACAD|ACADIA Pharmaceuticals Inc. - Common Stock|Q|N|100|N
ACB|Aurora Cannabis Inc. - Common Shares|S|N|100|N
ACDC|ProFrac Holding Corp. - Class A Common Stock|Q|N|100|N
ACET|Adicet Bio, Inc. - Common Stock|G|D|100|N
ACGL|Arch Capital Group Ltd. - Common Stock|Q|N|100|N
ACGLN|Arch Capital Group Ltd. - Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cumulative Preferred Share, Series G|Q|N|100|N
ACGLO|Arch Capital Group Ltd. - Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45% Non-Cumulative Preferred Shares, Series F|Q|N|100|N
ACHC|Acadia Healthcare Company, Inc. - Common Stock|Q|N|100|N
ACHV|Achieve Life Sciences, Inc.  - Common Shares|S|N|100|N
ACIC|American Coastal Insurance Corporation - Common Stock|S|N|100|N
ACIU|AC Immune SA - Common Stock|G|N|100|N
ACIW|ACI Worldwide, Inc. - Common Stock|Q|N|100|N
ACLS|Axcelis Technologies, Inc. - Common Stock|Q|N|100|N
ACLX|Arcellx, Inc. - Common Stock|Q|N|100|N
ACMR|ACM Research, Inc. - Class A Common Stock|G|N|100|N
ACNB|ACNB Corporation - Common Stock|S|N|100|N
ACNT|Ascent Industries Co. - Common Stock|G|N|100|N
ACOG|Alpha Cognition Inc. - Common Stock|S|N|100|N
ACON|Aclarion, Inc. - Common Stock|S|N|100|N
ACONW|Aclarion, Inc. - Warrant|S|N|100|N
ACRS|Aclaris Therapeutics, Inc. - Common Stock|Q|N|100|N
ACRV|Acrivon Therapeutics, Inc. - Common Stock|G|N|100|N
ACT|Enact Holdings, Inc. - Common Stock|Q|N|100|N
ACTG|Acacia Research Corporation - Common Stock|Q|N|100|N
ACTU|Actuate Therapeutics, Inc. - Common stock|G|N|100|N
ACWI|iShares MSCI ACWI ETF|G|N|100|Y
ACWX|iShares MSCI ACWI ex U.S. ETF|G|N|100|Y
ACXP|Acurx Pharmaceuticals, Inc. - Common Stock|S|D|100|N
ADAG|Adagene Inc. - ADS, each representing 1.25 ordinary shares|G|N|100|N
ADAP|Adaptimmune Therapeutics plc - American Depositary Shares|S|D|100|N
ADBE|Adobe Inc. - Common Stock|Q|N|100|N
ADBG|Leverage Shares 2X Long ADBE Daily ETF|G|N|100|Y
ADD|Color Star Technology Co., Ltd. - Class A Ordinary Shares|S|N|100|N
ADEA|Adeia Inc.  - Common Stock|Q|N|100|N
ADGM|Adagio Medical Holdings, Inc - Common Stock|S|D|100|N
ADI|Analog Devices, Inc. - Common Stock|Q|N|100|N
ADIL|Adial Pharmaceuticals, Inc - Common Stock|S|D|100|N
ADMA|ADMA Biologics Inc - Common Stock|G|N|100|N
ADN|Advent Technologies Holdings, Inc. - Class A Common Stock|S|E|100|N
ADNWW|Advent Technologies Holdings, Inc. - Warrant|S|E|100|N
ADP|Automatic Data Processing, Inc. - Common Stock|Q|N|100|N
ADPT|Adaptive Biotechnologies Corporation - Common Stock|Q|N|100|N
ADSE|ADS-TEC ENERGY PLC - Ordinary Shares|S|N|100|N
ADSEW|ADS-TEC ENERGY PLC - Warrant|S|N|100|N
ADSK|Autodesk, Inc. - Common Stock|Q|N|100|N
ADTN|ADTRAN Holdings, Inc. - Common Stock|Q|N|100|N
ADTX|Aditxt, Inc. - Common Stock|S|D|100|N
ADUR|Aduro Clean Technologies Inc. - Common Stock|S|N|100|N
ADUS|Addus HomeCare Corporation - Common Stock|Q|N|100|N
ADV|Advantage Solutions Inc.  - Class A Common Stock|Q|N|100|N
ADVB|Advanced Biomed Inc. - Common Stock|S|N|100|N
ADVM|Adverum Biotechnologies, Inc. - Common Stock|S|N|100|N
ADVWW|Advantage Solutions Inc.  - Warrant|Q|N|100|N
ADXN|Addex Therapeutics Ltd - American Depositary Shares|S|N|100|N
AEHL|Antelope Enterprise Holdings Limited - Class A Ordinary Shares|S|N|100|N
AEHR|Aehr Test Systems - Common Stock|S|N|100|N
AEI|Alset Inc. - Common Stock|S|D|100|N
AEIS|Advanced Energy Industries, Inc. - Common Stock|Q|N|100|N
AEMD|Aethlon Medical, Inc. - Common Stock|S|D|100|N
AENT|Alliance Entertainment Holding Corporation - common stock|S|N|100|N
AENTW|Alliance Entertainment Holding Corporation - Warrants|S|N|100|N
AEP|American Electric Power Company, Inc. - Common Stock|Q|N|100|N
AERT|Aeries Technology, Inc. - Class A Ordinary Share|S|D|100|N
AERTW|Aeries Technology, Inc. - Warrant|S|N|100|N
AEVA|Aeva Technologies, Inc. - Common Stock|Q|N|100|N
AEVAW|Aeva Technologies, Inc. - Redeemable Warrants|Q|N|100|N
AEYE|AudioEye, Inc. - Common Stock|S|N|100|N
AFBI|Affinity Bancshares, Inc. - Common Stock|S|N|100|N
AFCG|Advanced Flower Capital Inc. - Common Stock|G|N|100|N
AFJK|Aimei Health Technology Co., Ltd - Ordinary Share|G|N|100|N
AFJKR|Aimei Health Technology Co., Ltd - Right|G|N|100|N
AFJKU|Aimei Health Technology Co., Ltd - Unit|G|N|100|N
AFRI|Forafric Global PLC - Ordinary Shares|S|N|100|N
AFRIW|Forafric Global PLC - Warrants|S|N|100|N
AFRM|Affirm Holdings, Inc. - Class A Common Stock|Q|N|100|N
AFSC|abrdn Focused U.S. Small Cap Active ETF|G|N|100|Y
AFYA|Afya Limited - Class A Common Shares|Q|N|100|N
AGAE|Allied Gaming & Entertainment Inc. - Common Stock|S|H|100|N
AGEM|abrdn Emerging Markets Dividend Active ETF|G|N|100|Y
AGEN|Agenus Inc. - Common Stock|S|N|100|N
AGFY|Agrify Corporation - Common Stock|S|N|100|N
AGGA|Astoria Dynamic Core US Fixed Income ETF|G|N|100|Y
AGH|Aureus Greenway Holdings Inc. - Common Stock|S|D|100|N
AGIO|Agios Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
AGIX|KraneShares Artificial Intelligence & Technology ETF|G|N|100|Y
AGMH|AGM Group Holdings Inc. - Class A Ordinary Shares|S|D|100|N
AGMI|Themes Silver Miners ETF|G|N|100|Y
AGNC|AGNC Investment Corp. - Common Stock|Q|N|100|N
AGNCL|AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock|Q|N|100|N
AGNCM|AGNC Investment Corp. - Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock|Q|N|100|N
AGNCN|AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock|Q|N|100|N
AGNCO|AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock|Q|N|100|N
AGNCP|AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock|Q|N|100|N
AGNG|Global X Aging Population ETF|G|N|100|Y
AGRI|AgriFORCE  Growing Systems Ltd. - Common Shares|S|N|100|N
AGYS|Agilysys, Inc. - Common Stock|Q|N|100|N
AGZD|WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund|G|N|100|Y
AHCO|AdaptHealth Corp.  - Common Stock|S|N|100|N
AHG|Akso Health Group - American Depositary Shares|S|N|100|N
AIA|iShares Asia 50 ETF|G|N|100|Y
AIFE|Aifeex Nexus Acquisition Corporation - Class A Ordinary Shares|G|N|100|N
AIFER|Aifeex Nexus Acquisition Corporation - Right|G|N|100|N
AIFEU|Aifeex Nexus Acquisition Corporation - Unit|G|N|100|N
AIFF|Firefly Neuroscience, Inc.  - Common Stock|S|N|100|N
AIFU|AIFU Inc. - Class A Ordinary Share|Q|N|100|N
AIHS|Senmiao Technology Limited - Common Stock|S|N|100|N
AIMD|Ainos, Inc. - Common Stock|S|D|100|N
AIMDW|Ainos, Inc. - warrants|S|N|100|N
AIOT|PowerFleet, Inc. - Common Stock|G|N|100|N
AIP|Arteris, Inc.  - Common Stock|G|N|100|N
AIPI|REX AI Equity Premium Income ETF|G|N|100|Y
AIQ|Global X Artificial Intelligence & Technology ETF|G|N|100|Y
AIRE|reAlpha Tech Corp. - Common Stock|S|D|100|N
AIRG|Airgain, Inc. - Common Stock|S|N|100|N
AIRJ|AirJoule Technologies Corporation - Class A Common Stock|S|N|100|N
AIRJW|AirJoule Technologies Corporation - Warrant|S|N|100|N
AIRL|Themes Airlines ETF|G|N|100|Y
AIRO|AIRO Group Holdings, Inc. - Common Stock|G|N|100|N
AIRR|First Trust RBA American Industrial Renaissance ETF|G|N|100|Y
AIRS|AirSculpt Technologies, Inc. - Common Stock|G|N|100|N
AIRT|Air T, Inc. - Common Stock|S|N|100|N
AIRTP|Air T, Inc. - Trust Preferred Securities|G|N|100|N
AISP|Airship AI Holdings, Inc - Class A Common Stock|G|N|100|N
AISPW|Airship AI Holdings, Inc - Warrants|S|N|100|N
AIXI|XIAO-I Corporation - American Depositary Shares|G|N|100|N
AKAM|Akamai Technologies, Inc. - Common Stock|Q|N|100|N
AKAN|Akanda Corp. - Common Shares|S|N|100|N
AKBA|Akebia Therapeutics, Inc. - Common Stock|S|N|100|N
AKRO|Akero Therapeutics, Inc. - Common Stock|Q|N|100|N
AKTX|Akari Therapeutics Plc - American Depositary Shares|S|N|100|N
AKYA|Akoya BioSciences, Inc. - Common Stock|Q|N|100|N
ALAB|Astera Labs, Inc. - Common Stock|Q|N|100|N
ALAR|Alarum Technologies Ltd. - American Depositary Shares|S|N|100|N
ALBT|Avalon GloboCare Corp. - Common Stock|S|D|100|N
ALCO|Alico, Inc. - Common Stock|Q|N|100|N
ALCY|Alchemy Investments Acquisition Corp 1 - Class A Ordinary Shares|S|N|100|N
ALCYU|Alchemy Investments Acquisition Corp 1 - Units|S|N|100|N
ALCYW|Alchemy Investments Acquisition Corp 1 - Warrants|S|N|100|N
ALDF|Aldel Financial II Inc. - Class A Ordinary Shares|G|N|100|N
ALDFU|Aldel Financial II Inc. - Units|G|N|100|N
ALDFW|Aldel Financial II Inc. - Warrants|G|N|100|N
ALDX|Aldeyra Therapeutics, Inc. - Common Stock|S|N|100|N
ALEC|Alector, Inc. - Common Stock|Q|N|100|N
ALF|Centurion Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
ALFUU|Centurion Acquisition Corp. - Unit|G|N|100|N
ALFUW|Centurion Acquisition Corp. - Warrant|G|N|100|N
ALGM|Allegro MicroSystems, Inc. - Common Stock|Q|N|100|N
ALGN|Align Technology, Inc. - Common Stock|Q|N|100|N
ALGS|Aligos Therapeutics, Inc. - Common stock|S|N|100|N
ALGT|Allegiant Travel Company - Common Stock|Q|N|100|N
ALHC|Alignment Healthcare, Inc. - Common Stock|Q|N|100|N
ALIL|Argent Focused Small Cap ETF|G|N|100|Y
ALKS|Alkermes plc - Ordinary Shares|Q|N|100|N
ALKT|Alkami Technology, Inc. - Common Stock|Q|N|100|N
ALLO|Allogene Therapeutics, Inc. - Common Stock|Q|N|100|N
ALLR|Allarity Therapeutics, Inc. - Common stock|S|N|100|N
ALLT|Allot Ltd. - Ordinary Shares|Q|N|100|N
ALLW|SPDR Bridgewater All Weather ETF|G|N|100|Y
ALMS|Alumis Inc. - Common Stock|Q|N|100|N
ALMU|Aeluma, Inc. - Common Stock|S|N|100|N
ALNT|Allient Inc. - Common Stock|G|N|100|N
ALNY|Alnylam Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
ALOT|AstroNova, Inc. - Common Stock|G|N|100|N
ALRM|Alarm.com Holdings, Inc. - Common Stock|Q|N|100|N
ALRS|Alerus Financial Corporation - Common Stock|S|N|100|N
ALT|Altimmune, Inc. - Common Stock|G|N|100|N
ALTI|AlTi Global, Inc. - Class A Common Stock|S|N|100|N
ALTO|Alto Ingredients, Inc. - Common Stock|S|D|100|N
ALTS|ALT5 Sigma Corporation - Common Stock|S|N|100|N
ALTY|Global X Alternative Income ETF|G|N|100|Y
ALVO|Alvotech - Ordinary Shares|G|N|100|N
ALVOW|Alvotech - Warrant|G|N|100|N
ALXO|ALX Oncology Holdings Inc. - Common Stock|Q|D|100|N
ALZN|Alzamend Neuro, Inc. - Common Stock|S|N|100|N
AMAL|Amalgamated Financial Corp. - Common Stock|G|N|100|N
AMAT|Applied Materials, Inc. - Common Stock|Q|N|100|N
AMBA|Ambarella, Inc. - Ordinary Shares|Q|N|100|N
AMBR|Amber International Holding Limited - American Depositary Shares|G|N|100|N
AMCX|AMC Networks Inc. - Class A Common Stock|Q|N|100|N
AMD|Advanced Micro Devices, Inc. - Common Stock|Q|N|100|N
AMDD|Direxion Daily AMD Bear 1X Shares|G|N|100|Y
AMDG|Leverage Shares 2X Long AMD Daily ETF|G|N|100|Y
AMDL|GraniteShares 2x Long AMD Daily ETF|G|N|100|Y
AMDS|GraniteShares 1x Short AMD Daily ETF|G|N|100|Y
AMED|Amedisys Inc - Common Stock|Q|N|100|N
AMGN|Amgen Inc. - Common Stock|Q|N|100|N
AMID|Argent Mid Cap ETF|G|N|100|Y
AMIX|Autonomix Medical, Inc. - Common Stock|S|N|100|N
AMKR|Amkor Technology, Inc. - Common Stock|Q|N|100|N
AMLX|Amylyx Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
AMOD|Alpha Modus Holdings, Inc. - Class A Common Stock|G|D|100|N
AMODW|Alpha Modus Holdings, Inc. - Warrant|S|N|100|N
AMPG|Amplitech Group, Inc. - Common Stock|S|N|100|N
AMPGW|Amplitech Group, Inc. - Warrants|S|N|100|N
AMPH|Amphastar Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
AMPL|Amplitude, Inc. - Class A Common Stock|S|N|100|N
AMRK|A-Mark Precious Metals, Inc. - Common Stock|Q|N|100|N
AMRN|Amarin Corporation plc - American Depositary Shares|S|N|100|N
AMRX|Amneal Pharmaceuticals, Inc. - Class A Common Stock|Q|N|100|N
AMSC|American Superconductor Corporation - Common Stock|Q|N|100|N
AMSF|AMERISAFE, Inc. - Common Stock|Q|N|100|N
AMST|Amesite Inc. - Common Stock|S|N|100|N
AMTX|Aemetis, Inc - Common Stock|G|N|100|N
AMUU|Direxion Daily AMD Bull 2X Shares|G|N|100|Y
AMWD|American Woodmark Corporation - Common Stock|Q|N|100|N
AMZD|Direxion Daily AMZN Bear 1X Shares|G|N|100|Y
AMZN|Amazon.com, Inc. - Common Stock|Q|N|100|N
AMZU|Direxion Daily AMZN Bull 2X Shares|G|N|100|Y
AMZZ|GraniteShares 2x Long AMZN Daily ETF|G|N|100|Y
ANAB|AnaptysBio, Inc. - Common Stock|Q|N|100|N
ANDE|The Andersons, Inc. - Common Stock|Q|N|100|N
ANEB|Anebulo Pharmaceuticals, Inc. - Common Stock|S|N|100|N
ANGH|Anghami Inc. - Ordinary Shares|S|D|100|N
ANGHW|Anghami Inc. - Warrants|S|N|100|N
ANGI|Angi Inc. - Class A Common Stock|Q|N|100|N
ANGL|VanEck Fallen Angel High Yield Bond ETF|G|N|100|Y
ANGO|AngioDynamics, Inc. - Common Stock|Q|N|100|N
ANIK|Anika Therapeutics Inc. - Common Stock|Q|N|100|N
ANIP|ANI Pharmaceuticals, Inc. - Common Stock|G|N|100|N
ANIX|Anixa Biosciences, Inc. - Common Stock|S|N|100|N
ANL|Adlai Nortye Ltd. - American Depositary Shares|G|N|100|N
ANNA|AleAnna, Inc. - Class A Common Stock|S|N|100|N
ANNAW|AleAnna, Inc. - Warrant|S|N|100|N
ANNX|Annexon, Inc. - common stock|Q|N|100|N
ANSC|Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares|G|D|100|N
ANSCU|Agriculture & Natural Solutions Acquisition Corporation - Unit|G|D|100|N
ANSCW|Agriculture & Natural Solutions Acquisition Corporation - Warrant|G|D|100|N
ANSS|ANSYS, Inc. - Common Stock|Q|N|100|N
ANTA|Antalpha Platform Holding Company - Ordinary Shares|G|N|100|N
ANTE|AirNet Technology Inc. - Ordinary Share|S|D|100|N
ANTX|AN2 Therapeutics, Inc. - Common Stock|Q|N|100|N
ANY|Sphere 3D Corp. - Common Shares|S|D|100|N
AOHY|Angel Oak High Yield Opportunities ETF|G|N|100|Y
AOSL|Alpha and Omega Semiconductor Limited - Common Shares|Q|N|100|N
AOTG|AOT Growth and Innovation ETF|G|N|100|Y
AOUT|American Outdoor Brands, Inc. - Common Stock|Q|N|100|N
APA|APA Corporation - Common Stock|Q|N|100|N
APDN|Applied DNA Sciences, Inc. - Common Stock|S|D|100|N
APED|STKd 100% MSTR & 100% COIN ETF|G|N|100|Y
APEI|American Public Education, Inc. - Common Stock|Q|N|100|N
APGE|Apogee Therapeutics, Inc. - Common Stock|G|N|100|N
API|Agora, Inc. - ADS|Q|N|100|N
APLD|Applied Digital Corporation - Common Stock|Q|N|100|N
APLM|Apollomics Inc. - Class A Ordinary Shares|S|N|100|N
APLMW|Apollomics Inc. - Warrant|S|N|100|N
APLS|Apellis Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
APLT|Applied Therapeutics, Inc. - Common Stock|G|D|100|N
APM|Aptorum Group Limited - Class A Ordinary Shares|S|D|100|N
APOG|Apogee Enterprises, Inc. - Common Stock|Q|N|100|N
APP|Applovin Corporation - Class A Common Stock|Q|N|100|N
APPF|AppFolio, Inc. - Class A Common Stock|G|N|100|N
APPN|Appian Corporation - Class A Common Stock|G|N|100|N
APPS|Digital Turbine, Inc. - Common Stock|S|N|100|N
APPX|Tradr 2X Long APP Daily ETF|G|N|100|Y
APRE|Aprea Therapeutics, Inc. - Common Stock|S|N|100|N
APVO|Aptevo Therapeutics Inc. - Common Stock|S|D|100|N
APWC|Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share|S|N|100|N
APYX|Apyx Medical Corporation - Common Stock|Q|N|100|N
AQB|AquaBounty Technologies, Inc. - Common Stock|S|D|100|N
AQMS|Aqua Metals, Inc. - Common Stock|S|N|100|N
AQST|Aquestive Therapeutics, Inc. - Common Stock|G|N|100|N
AQWA|Global X Clean Water ETF|G|N|100|Y
ARAI|Arrive AI Inc. - Common Stock|G|N|100|N
ARAY|Accuray Incorporated - Common Stock|Q|N|100|N
ARBB|ARB IOT Group Limited - Ordinary Shares|S|D|100|N
ARBE|Arbe Robotics Ltd. - Ordinary Shares|S|N|100|N
ARBEW|Arbe Robotics Ltd. - Warrant|S|N|100|N
ARBK|Argo Blockchain plc - American Depositary Shares|Q|D|100|N
ARBKL|Argo Blockchain plc - 8.75% Senior Notes due 2026|G|N|100|N
ARCB|ArcBest Corporation - Common Stock|Q|N|100|N
ARCC|Ares Capital Corporation - Closed End Fund|Q|N|100|N
ARCT|Arcturus Therapeutics Holdings Inc. - Common Stock|G|N|100|N
ARDX|Ardelyx, Inc. - Common Stock|G|N|100|N
AREB|American Rebel Holdings, Inc. - Common Stock|S|D|100|N
AREBW|American Rebel Holdings, Inc. - warrants|S|D|100|N
AREC|American Resources Corporation - Class A Common Stock|S|D|100|N
ARGX|argenx SE - American Depositary Shares|Q|N|100|N
ARHS|Arhaus, Inc. - Class A Common Stock|Q|N|100|N
ARKO|ARKO Corp. - Common Stock|S|N|100|N
ARKOW|ARKO Corp. - Warrant|S|N|100|N
ARKR|Ark Restaurants Corp. - Common Stock|G|N|100|N
ARLP|Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests|Q|N|100|N
ARM|Arm Holdings plc - American Depositary Shares|Q|N|100|N
ARMG|Leverage Shares 2X Long ARM Daily ETF|G|N|100|Y
AROW|Arrow Financial Corporation - Common Stock|Q|N|100|N
ARQ|Arq, Inc. - Common Stock|G|N|100|N
ARQQ|Arqit Quantum Inc. - Ordinary Shares|S|N|100|N
ARQQW|Arqit Quantum Inc. - Warrants|S|N|100|N
ARQT|Arcutis Biotherapeutics, Inc. - Common stock|Q|N|100|N
ARRY|Array Technologies, Inc. - Common Stock|G|N|100|N
ARTL|Artelo Biosciences, Inc. - Common Stock|S|D|100|N
ARTNA|Artesian Resources Corporation - Class A Non-Voting Common Stock|Q|D|100|N
ARTV|Artiva Biotherapeutics, Inc. - Common Stock|G|N|100|N
ARTW|Art's-Way Manufacturing Co., Inc. - Common Stock|S|N|100|N
ARVN|Arvinas, Inc. - Common Stock|Q|N|100|N
ARVR|First Trust Indxx Metaverse ETF|G|N|100|Y
ARWR|Arrowhead Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
ASBP|Aspire Biopharma Holdings, Inc.  - Common Stock|G|D|100|N
ASBPW|Aspire Biopharma Holdings, Inc.  - Warrant|S|N|100|N
ASET|FlexShares Real Assets Allocation Index Fund|G|N|100|Y
ASLE|AerSale Corporation - Common Stock|S|N|100|N
ASMB|Assembly Biosciences, Inc. - Common Stock|Q|N|100|N
ASMG|Leverage Shares 2X Long ASML Daily ETF|G|N|100|Y
ASML|ASML Holding N.V. - New York Registry Shares|Q|N|100|N
ASND|Ascendis Pharma A/S - American Depositary Shares|Q|N|100|N
ASNS|Actelis Networks, Inc. - Common Stock|S|D|100|N
ASO|Academy Sports and Outdoors, Inc. - Common Stock|Q|N|100|N
ASPC|A SPAC III Acquisition Corp. - Class A Ordinary Shares|S|N|100|N
ASPCR|A SPAC III Acquisition Corp. - Right|S|N|100|N
ASPCU|A SPAC III Acquisition Corp. - Unit|S|N|100|N
ASPI|ASP Isotopes Inc. - Common Stock|S|N|100|N
ASPS|Altisource Portfolio Solutions S.A. - Common Stock|Q|N|100|N
ASPSW|Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants|Q|N|100|N
ASPSZ|Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants|Q|N|100|N
ASRT|Assertio Holdings, Inc. - Common Stock|S|D|100|N
ASRV|AmeriServ Financial Inc. - Common Stock|G|N|100|N
ASST|Asset Entities Inc. - Class B Common Stock|S|N|100|N
ASTC|Astrotech Corporation - Common Stock|S|N|100|N
ASTE|Astec Industries, Inc. - Common Stock|Q|N|100|N
ASTH|Astrana Health Inc. - Common Stock|S|N|100|N
ASTI|Ascent Solar Technologies, Inc - Common Stock|S|N|100|N
ASTL|Algoma Steel Group Inc. - Common Shares|G|N|100|N
ASTLW|Algoma Steel Group Inc. - Warrant|G|N|100|N
ASTS|AST SpaceMobile, Inc. - Class A Common Stock|Q|N|100|N
ASUR|Asure Software Inc - Common Stock|S|N|100|N
ASYS|Amtech Systems, Inc. - Common Stock|Q|N|100|N
ATAI|ATAI Life Sciences N.V. - Common Shares|G|N|100|N
ATAT|Atour Lifestyle Holdings Limited - American Depositary Shares|Q|N|100|N
ATCOL|Atlas Corp. - 7.125% Notes due 2027|G|N|100|N
ATEC|Alphatec Holdings, Inc. - Common Stock|Q|N|100|N
ATER|Aterian, Inc. - Common Stock|S|N|100|N
ATEX|Anterix Inc. - Common Stock|S|N|100|N
ATGL|Alpha Technology Group Limited - Class A Ordinary Shares|S|N|100|N
ATHA|Athira Pharma, Inc. - Common Stock|S|D|100|N
ATHE|Alterity Therapeutics Limited - American Depositary Shares|S|N|100|N
ATHR|Aether Holdings, Inc. - Common Stock|S|N|100|N
ATII|Archimedes Tech SPAC Partners II Co. - Ordinary Shares|G|N|100|N
ATIIU|Archimedes Tech SPAC Partners II Co. - Unit|G|N|100|N
ATIIW|Archimedes Tech SPAC Partners II Co. - Warrant|G|N|100|N
ATLC|Atlanticus Holdings Corporation - Common Stock|Q|N|100|N
ATLCL|Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026|G|N|100|N
ATLCP|Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share|Q|N|100|N
ATLCZ|Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029|G|N|100|N
ATLN|Atlantic International Corp. - Common Stock|G|N|100|N
ATLO|Ames National Corporation - Common Stock|S|N|100|N
ATLX|Atlas Lithium Corporation - Common Stock|S|N|100|N
ATMC|AlphaTime Acquisition Corp - Ordinary Shares|G|D|100|N
ATMCR|AlphaTime Acquisition Corp - Right|G|D|100|N
ATMCU|AlphaTime Acquisition Corp - Unit|G|D|100|N
ATMCW|AlphaTime Acquisition Corp - Warrant|G|D|100|N
ATMV|AlphaVest Acquisition Corp - Ordinary Shares|S|N|100|N
ATMVR|AlphaVest Acquisition Corp - Right|S|N|100|N
ATMVU|AlphaVest Acquisition Corp - Unit|S|N|100|N
ATNF|180 Life Sciences Corp. - Common Stock|S|N|100|N
ATNFW|180 Life Sciences Corp. - Warrant|S|N|100|N
ATNI|ATN International, Inc. - Common Stock|Q|N|100|N
ATOM|Atomera Incorporated - Common Stock|S|N|100|N
ATOS|Atossa Therapeutics, Inc. - Common Stock|S|D|100|N
ATPC|Agape ATP Corporation - Common Stock|S|N|100|N
ATRA|Atara Biotherapeutics, Inc. - Common Stock|Q|N|100|N
ATRC|AtriCure, Inc. - Common Stock|G|N|100|N
ATRO|Astronics Corporation - Common Stock|Q|N|100|N
ATXG|Addentax Group Corp. - Common Stock|S|D|100|N
ATXS|Astria Therapeutics, Inc. - Common Stock|G|N|100|N
